employee_id,first_name,last_name,date_of_birth,hire_date
544,Sofia,Bjork,1977-01-24,2010-02-19
545,Lea,Simon,1985-07-23,2017-12-14
546,Erik,Lundqvist,1991-12-10,2022-01-02
547,Charlotte,Hartmann,1984-10-15,2019-04-28
548,Alma,Thomsen,1997-01-02,2019-10-24
549,Nora,Olsson,1996-06-08,2020-09-14
550,Ella,Brown,1998-01-06,2020-08-26
551,Frida,Karlsson,1994-12-01,2020-07-09
552,Irene,Hernandez,1995-06-09,2022-04-27
553,Maja,Lindberg,1998-05-04,2020-09-25
554,Oscar,Olsson,1987-06-13,2014-05-23
555,Lea,Michel,1993-02-19,2021-04-05
556,Alma,Rasmussen,1991-09-25,2022-10-31
557,Valeria,Martin,1999-09-25,2021-10-08
558,Sara,Lindberg,1984-11-17,2019-12-09
559,Nora,Lundqvist,1971-05-19,2012-08-13
560,Freja,Sorensen,1993-10-28,2022-10-02
561,Oceane,Lambert,1986-08-14,2018-02-27
562,Johan,Holm,1987-08-26,2021-04-10
563,Margaux,Martin,2000-03-21,2022-02-03
564,Emilia,Kruger,1992-08-13,2022-01-05
565,Carmen,Ruiz,1986-03-27,2020-10-13
566,Noah,Johansson,1987-03-25,2019-09-25
567,Anna,Olsen,1993-10-25,2021-11-24
568,Alexandre,Roux,1986-09-07,2014-08-07
569,Sofia,Karlsson,1993-10-01,2019-09-22
570,Grace,Wilson,1968-10-13,2010-12-30
571,Linnea,Persson,1990-05-10,2021-01-12
572,Ethan,Davies,1997-02-27,2022-11-02
573,Laura,Poulsen,1992-07-15,2022-03-04
574,Hugo,Richard,1993-10-29,2019-04-26
575,Sara,Hakansson,1986-03-07,2018-12-07
576,Matilda,Bjork,1996-04-22,2023-02-10
577,Magnus,Johansen,1996-07-22,2022-08-17
578,Anna,Schmidt,1999-12-27,2021-12-13
579,Alma,Madsen,1997-10-05,2021-09-01
580,William,Sorensen,1987-12-13,2019-07-15
581,Oliver,Hall,1982-05-28,2015-01-01
582,Hugo,Thomas,1988-01-04,2018-05-14
583,Nora,Sandberg,1984-04-22,2018-03-14
584,Anna,Svensson,1987-08-06,2018-05-10
585,Johan,Bjork,1973-01-20,2006-09-23
586,Laura,Thomsen,1998-08-23,2021-08-05
587,Liam,Wilson,1989-09-15,2021-02-07
588,Daniel,Diaz,1985-08-11,2016-12-05
589,Emil,Larsson,1998-01-08,2020-08-21
590,Sara,Nystrom,1976-06-19,2008-11-01
591,Alba,Martinez,1992-09-21,2019-06-27
592,Charlotte,Schneider,1996-04-01,2023-01-26
593,Oliver,Hansen,1984-06-08,2018-02-12
594,Emily,Walker,1988-12-09,2022-03-21
595,Josephine,Christensen,1981-11-19,2019-10-04
596,Felix,Zimmermann,1986-06-13,2015-05-05
597,Chloe,Evans,1979-11-12,2006-03-24
598,Maja,Persson,1988-12-13,2021-03-25
599,Erik,Olsson,1986-06-27,2019-02-04
600,Oliver,Johnson,1988-07-22,2022-06-27
601,Agnes,Nilsson,1998-07-02,2021-11-04
602,Ethan,Young,1981-02-20,2018-05-04
603,Emil,Pedersen,1990-03-10,2022-02-17
604,Diego,Ruiz,1997-03-23,2023-08-07
605,Joel,Larsson,1985-07-31,2022-03-30
606,Liam,Roberts,1989-08-12,2019-05-25
607,Maja,Persson,1990-09-04,2020-01-12
608,Erik,Pettersson,1982-11-08,2015-03-27
609,Jonas,Hoffmann,1993-01-05,2023-07-03
610,Klara,Johansson,1969-03-29,2006-12-04
611,Klara,Bjork,1997-08-10,2019-04-10
612,Anna,Lindberg,1987-05-23,2019-12-04
613,Laura,Meyer,1990-12-25,2019-09-21
614,Leon,Neumann,2000-08-20,2022-05-07
615,Liam,Young,1996-04-09,2022-11-04
616,Chloe,Dubois,1991-09-05,2017-02-14
617,Magnus,Madsen,1968-03-26,2010-04-15
618,Hugo,Svensson,1979-09-14,2019-03-01
619,Clara,Dubois,1991-01-17,2023-09-08
620,Viktor,Larsson,1994-08-10,2016-03-29
621,Paul,Becker,1997-09-19,2020-02-15
622,Paula,Fernandez,1991-01-06,2018-03-20
623,Martin,Hernandez,1991-08-08,2021-12-10
624,Daniel,Garcia,1990-09-14,2020-10-28
625,Ida,Holm,1996-02-27,2023-09-22
626,Ines,David,1989-03-29,2017-06-04
627,Simon,Lindberg,1993-10-01,2018-08-20
628,Alva,Sandberg,1994-09-28,2022-08-02
629,Henry,King,1988-10-18,2016-12-21
630,Klara,Holm,1987-02-01,2021-07-08
631,Johanna,Schwarz,1990-01-05,2017-01-11
632,Linnea,Aberg,1987-08-31,2020-09-18
633,Henry,Allen,1979-07-19,2010-12-26
634,Emma,Bertrand,1998-03-31,2020-08-20
635,Sofia,Larsson,1992-10-14,2022-06-02
636,Klara,Lundqvist,1970-12-05,2006-04-29
637,Lukas,Andersson,1966-11-16,2006-05-29
638,Oscar,Karlsson,1998-07-02,2020-02-09
639,Moritz,Bauer,1996-06-22,2021-08-04
640,Jules,Petit,1988-06-18,2019-06-06
641,Grace,Evans,1994-03-09,2016-02-09
642,Noah,Gustafsson,1994-05-16,2020-04-25
643,Linnea,Johansson,1992-06-10,2023-06-27
644,Jack,Thomas,1990-05-21,2019-11-17
645,Oscar,Johansson,1976-11-29,2006-05-02
646,Clara,Olsen,1985-07-16,2016-12-19
647,Agnes,Eklund,2001-02-08,2023-04-12
648,Sofie,Thomsen,1987-01-31,2019-10-25
649,Julie,Robert,1987-07-26,2019-08-21
650,Josephine,Jorgensen,1993-11-21,2020-02-09
651,Noah,Persson,1977-10-23,2018-10-10
652,Daniel,Garcia,1987-12-01,2021-12-01
653,Oliver,Thomsen,1990-05-04,2022-09-21
654,Ethan,Thomas,1998-07-20,2022-07-12
655,Emilia,Wolf,2001-10-25,2023-01-05
656,Hannah,Bauer,1966-05-09,2013-02-08
657,Noah,Thomas,1999-06-10,2023-12-17
658,Sofie,Olsen,1980-02-01,2015-04-08
659,Emily,Taylor,1994-09-10,2020-05-23
660,Chloe,Bonnet,1985-06-10,2021-11-29
661,Lucas,Laurent,1988-06-25,2020-07-11
662,Antoine,Bernard,1993-09-09,2021-11-17
663,Ben,Wolf,1979-09-28,2018-11-10
664,Noah,Eklund,1993-10-13,2020-11-03
665,Oscar,Hansen,1994-07-06,2017-03-19
666,Magnus,Jorgensen,1989-01-11,2012-12-29
667,Ella,Young,1965-03-22,2006-05-12
668,Klara,Sandberg,1997-03-03,2023-04-14
669,Claudia,Fernandez,1998-04-22,2023-01-03
670,Maxime,Thomas,1990-05-08,2020-05-20
671,Linnea,Pettersson,1994-04-09,2022-12-01
672,Oscar,Gustafsson,1991-04-14,2019-06-10
673,Ines,Richard,1992-01-29,2020-12-14
674,Camille,Petit,1987-11-18,2018-06-11
675,Laura,Zimmermann,1985-06-24,2018-03-01
676,Emil,Andersson,1994-12-10,2019-02-10
677,James,Roberts,1991-01-06,2021-08-30
678,Manon,Bonnet,1987-12-24,2015-08-29
679,Nathan,Davies,1992-07-29,2018-07-02
680,Camille,Roux,1998-09-15,2020-04-10
681,Noah,Pettersson,1999-03-10,2021-08-19
682,Irene,Moreno,1974-08-11,2015-01-11
683,Linnea,Aberg,1983-06-05,2019-10-22
684,Emma,Jorgensen,1988-08-05,2022-09-30
685,Carmen,Fernandez,2000-11-26,2023-12-25
686,Javier,Rodriguez,1997-07-14,2019-05-15
687,Viktor,Lundqvist,1994-07-31,2020-08-30
688,Nicolas,Bertrand,2001-06-25,2023-07-22
689,Thomas,Dupont,1987-01-30,2017-02-23
690,Elena,Romero,1989-11-06,2020-07-10
691,Martin,Lopez,1992-04-01,2015-05-11
692,Emilia,Koch,1987-09-08,2019-12-05
693,Elias,Wolf,1993-09-03,2019-09-30
694,Alexandre,Bonnet,1991-05-09,2019-10-03
695,Laura,Andersen,1994-10-16,2021-04-20
696,Lukas,Olsson,1999-07-31,2022-06-08
697,Marie,Girard,1967-01-29,2008-07-14
698,Noah,Svensson,1984-09-08,2021-09-27
699,Noah,Persson,1988-12-19,2018-09-27
700,Emily,Smith,2001-09-22,2023-07-08
701,Ida,Johansson,1982-10-13,2014-04-29
702,Lukas,Olsson,1981-09-09,2014-07-01
703,Grace,Walker,1982-07-21,2014-01-04
704,Noah,Evans,1997-04-24,2023-07-04
705,Liam,Evans,1976-04-19,2015-06-25
706,Paul,Fournier,1991-12-13,2022-02-04
707,Sophie,Wagner,1991-04-10,2013-12-20
708,Freja,Hansen,1974-06-01,2015-12-30
709,Hugo,Bernard,1977-09-08,2009-01-10
710,Emil,Lundqvist,1990-05-10,2023-04-23
711,Oliver,Taylor,1988-10-09,2015-04-16
712,Viktor,Larsson,1990-03-02,2019-09-21
713,Simon,Lundqvist,1996-08-04,2019-08-21
714,Paul,Schneider,1988-03-27,2019-07-27
715,Daniel,Allen,1997-09-01,2022-09-01
716,Emma,Madsen,1994-03-30,2022-06-22
717,Ebba,Svensson,1995-07-29,2020-05-02
718,Hugo,Sandberg,1990-03-10,2020-12-16
719,Paul,Simon,2001-12-07,2023-03-19
720,Jack,Roberts,1981-10-19,2019-08-11
721,Lukas,Hakansson,1989-04-27,2023-06-03
722,Klara,Svensson,1978-07-11,2006-08-31
723,Magnus,Sorensen,1979-10-11,2019-06-16
724,Tim,Muller,1971-03-21,2012-06-02
725,Noah,Neumann,1994-07-02,2023-10-28
726,Pablo,Jimenez,1995-09-04,2017-06-20
727,Nathan,Wilson,1984-07-03,2011-03-23
728,Max,Richter,1997-10-26,2023-06-15
729,Anna,Hakansson,1985-06-08,2020-02-13
730,Ida,Svensson,1994-03-22,2021-04-16
731,Elin,Eriksson,1996-12-20,2020-02-18
732,Alva,Persson,1981-08-18,2019-04-21
733,Oliver,Sorensen,1987-05-27,2020-06-23
734,Viktor,Eriksson,1991-07-29,2013-02-01
735,Paul,Zimmermann,1994-03-10,2020-04-27
736,Nathan,Davies,1981-09-21,2014-07-08
737,Sofia,Lindberg,1995-01-30,2020-10-11
738,Sofia,Hakansson,1978-10-04,2015-03-31
739,Jack,Wilson,1999-11-16,2022-11-17
740,Ida,Sorensen,1998-09-17,2023-04-15
741,Jonas,Hartmann,1971-04-17,2007-07-29
742,Max,Schneider,1987-10-28,2019-11-01
743,Lea,Bernard,1997-01-20,2021-01-30
744,Sara,Hernandez,2000-08-29,2022-04-10
745,Sofia,Eriksson,1996-07-27,2023-04-24
746,Sara,Alvarez,1985-10-14,2018-08-15
747,Erik,Pettersson,1976-12-27,2013-10-27
748,Ella,Johnson,1999-01-18,2021-11-19
749,Alba,Perez,1999-05-16,2021-06-03
750,Anna,Poulsen,1989-02-04,2014-12-27
751,Noah,Hakansson,1992-05-26,2021-05-26
752,Oscar,Lindberg,1987-06-25,2022-09-12
753,Sara,Perez,1987-05-17,2018-12-04
754,Lucas,Sorensen,1996-12-21,2020-06-14
755,Nora,Larsson,1980-05-28,2014-08-02
756,Emma,Christensen,1987-05-24,2018-10-16
757,Nora,Pettersson,1996-11-19,2020-12-25
758,Hugo,Lindberg,1992-05-26,2020-12-06
759,Johan,Nilsson,1969-03-01,2010-05-04
760,Oliver,Johnson,1989-11-22,2019-10-02
761,Alexandre,Martin,1997-04-05,2023-04-29
762,Liam,Roberts,1988-06-30,2019-06-17
763,Sofia,Lundqvist,1990-03-03,2023-07-13
764,Martin,Lopez,1983-02-19,2014-11-23
765,Thomas,Martin,1984-08-27,2019-10-08
766,Chloe,Brown,1999-10-01,2021-10-09
767,Anna,Eriksson,1985-11-23,2019-05-16
768,Felix,Bauer,2000-04-10,2022-04-15
769,Andreas,Madsen,1994-04-29,2023-03-20
770,Simon,Hakansson,1979-08-22,2018-06-03
771,Martin,Fernandez,1987-04-03,2018-03-24
772,Paula,Martin,1973-07-01,2013-07-22
773,Emma,Pedersen,2000-09-20,2022-07-18
774,William,Hansen,1997-12-01,2019-02-02
775,Anna,Aberg,1988-12-26,2018-10-13
776,Erik,Olsson,2001-09-14,2023-11-07
777,Emil,Kristensen,1987-06-29,2018-02-10
778,Ebba,Nilsson,1979-06-12,2014-12-05
779,Pablo,Martin,1991-02-28,2022-06-10
780,Irene,Romero,1991-02-19,2019-11-26
781,Marie,Hartmann,1986-02-04,2016-10-15
782,Ida,Eriksson,1983-04-28,2019-05-09
783,Ida,Thomsen,1987-08-25,2021-09-10
784,Nora,Svensson,1993-10-02,2023-08-07
785,Jonas,Schwarz,1991-12-24,2020-11-24
786,Amelia,Thomas,1978-05-20,2012-10-28
787,Moritz,Becker,1989-08-30,2019-06-11
788,Felix,Schmidt,1982-04-25,2017-04-06
789,Noah,Pettersson,1973-10-02,2014-04-23
790,Elias,Meyer,1989-07-17,2018-05-12
791,Margaux,David,1995-08-01,2020-02-11
792,Viktor,Bergstrom,1998-04-07,2022-02-24
793,Nathan,Wilson,1987-04-20,2021-10-16
794,Felix,Richter,2001-09-10,2023-04-21
795,Sofia,Persson,1993-12-28,2018-10-10
796,Ida,Pettersson,1982-11-16,2019-03-17
797,Oscar,Persson,1993-11-21,2021-12-18
798,Hannah,Weber,1995-08-27,2023-02-19
799,Frida,Eriksson,1987-01-02,2020-09-24
800,Emily,Johnson,1993-03-01,2021-03-05
801,Anna,Hakansson,1991-02-23,2019-08-25
802,Paul,Weber,1986-11-26,2019-12-05
803,Paul,Wolf,1999-05-08,2022-12-06
804,Liam,Brown,1991-10-21,2020-05-05
805,Oliver,Wilson,1972-01-05,2010-07-02
806,Adrian,Jimenez,1993-10-25,2022-02-26
807,Manuel,Perez,1992-12-27,2018-01-01
808,Chloe,Evans,1996-12-23,2019-08-07
809,Sara,Rodriguez,1998-08-28,2023-05-07
810,Josephine,Jorgensen,1968-05-12,2009-06-27
811,Margaux,Durand,1977-10-24,2010-06-23
812,Chloe,White,1992-03-15,2019-12-28
813,Anna,Bergstrom,1983-05-06,2014-08-09
814,Maja,Lindberg,1986-09-09,2019-02-24
815,Oscar,Bergstrom,1997-04-06,2020-07-24
816,Ida,Jensen,2001-06-19,2023-09-20
817,Hugo,Gomez,1996-09-01,2018-04-15
818,Sarah,Richard,1980-12-03,2015-06-20
819,Ebba,Holm,1988-04-05,2022-04-13
820,Simon,Lindberg,1990-06-06,2019-09-21
821,Jack,Thomas,1987-08-28,2023-04-20
822,Daniel,Jimenez,1970-01-08,2010-09-25
823,Joel,Nystrom,2001-04-29,2023-06-22
824,Simon,Pettersson,1985-12-22,2018-02-18
825,Agnes,Hakansson,1992-01-15,2021-12-02
826,Margaux,Richard,1986-03-02,2014-01-01
827,James,Young,1987-04-25,2019-01-10
828,Jonas,Hoffmann,1983-03-09,2012-11-19
829,Sofia,Karlsson,1976-11-11,2014-01-14
830,Max,Koch,1992-10-01,2020-11-30
831,Liam,Smith,1994-02-27,2023-08-04
832,Liam,Taylor,1989-03-24,2021-11-04
833,Ines,Girard,1995-12-27,2018-01-07
834,Ebba,Svensson,1987-01-06,2017-02-19
835,Oscar,Larsson,1991-01-30,2020-07-02
836,Nicolas,Bernard,1991-09-27,2022-02-11
837,Freja,Madsen,1998-06-25,2023-01-04
838,Emma,Madsen,2000-07-20,2022-01-03
839,Adrian,Garcia,1987-07-16,2022-07-07
840,Elin,Lundqvist,1990-02-14,2021-10-31
841,Javier,Sanchez,1985-03-03,2019-07-11
842,Oscar,Eriksson,2001-10-05,2023-07-31
843,Adrian,Romero,1993-03-07,2023-01-16
844,Emil,Bjork,1982-01-08,2018-09-02
845,Noah,Bjork,1978-09-24,2015-12-13
846,Hugo,Aberg,1991-10-15,2022-09-28
847,Irene,Sanchez,1994-03-16,2020-03-07
848,Sofia,Andersson,1981-05-02,2006-04-19
849,Diego,Martin,1989-06-02,2016-06-10
850,Finn,Wolf,1991-07-28,2020-03-31
851,Emily,Wilson,1984-03-04,2022-04-27
852,Emma,Nielsen,1990-05-20,2020-02-01
853,Grace,Walker,1998-05-01,2020-09-30
854,Matilda,Karlsson,1979-09-29,2012-04-15
855,Ebba,Nystrom,1988-01-23,2021-07-27
856,Diego,Perez,2000-03-30,2023-12-27
857,Axel,Hakansson,1981-05-03,2015-11-22
858,Sara,Holm,1984-04-24,2017-10-05
859,Ethan,Wilson,1999-05-08,2021-07-31
860,Josephine,Jensen,1999-11-08,2023-03-25
861,Sara,Hakansson,1969-11-28,2009-02-14
862,Sophie,Richter,2000-02-04,2022-02-19
863,Emil,Johansson,1990-11-11,2012-11-09
864,Charlotte,Becker,1993-03-17,2022-05-25
865,Anna,Persson,1992-11-30,2022-11-07
866,Mikkel,Sorensen,1988-04-11,2019-11-26
867,Noah,Johansson,1993-07-31,2021-05-24
868,Sofia,Andersson,1988-11-09,2019-12-05
869,Marie,Hoffmann,1992-11-20,2022-09-11
870,Elena,Diaz,1985-06-08,2019-08-27
871,Freja,Johansen,1995-01-23,2017-09-20
872,Josephine,Jorgensen,1992-10-07,2023-02-07
873,Magnus,Jensen,1995-08-20,2020-05-30
874,Ebba,Hakansson,1999-12-16,2021-09-08
875,Noah,Roberts,1993-12-26,2022-09-21
876,Noa,Martin,1984-09-10,2018-01-22
877,Lucas,Dubois,2000-01-26,2023-01-08
878,Sarah,Morel,1996-03-17,2021-05-12
879,Emma,Christensen,1975-12-31,2019-11-27
880,Finn,Wagner,1980-07-13,2010-01-19
881,Erik,Nystrom,1967-04-21,2009-09-12
882,Johan,Pettersson,1995-05-28,2018-01-25
883,Ava,Thomas,1985-10-28,2018-05-21
884,Freja,Pedersen,1974-10-07,2010-07-20
885,Sofie,Rasmussen,1987-10-14,2016-02-20
886,Maja,Gustafsson,1991-02-05,2020-03-12
887,Simon,Svensson,1991-02-24,2019-02-18
888,Sofia,Larsson,1995-01-04,2020-06-28
889,Oscar,Larsen,1979-11-04,2013-08-06
890,Joel,Larsson,1989-02-25,2018-12-24
891,Linnea,Nilsson,1994-05-30,2018-06-11
892,Mila,Wilson,1989-06-27,2019-03-26
893,Paul,Lambert,1994-02-19,2023-05-05
894,Alva,Eklund,1993-04-02,2021-05-23
895,Oliver,Johnson,1995-12-01,2020-11-16
896,Lukas,Nilsson,1992-12-16,2022-08-21
897,Lucia,Perez,1990-05-20,2020-12-12
898,Johan,Svensson,1982-12-01,2015-09-10
899,Paula,Rodriguez,1987-06-18,2022-01-09
900,Hannah,Koch,1981-12-02,2014-05-09
901,Elin,Bjork,1997-02-13,2020-10-08
902,Agnes,Sandberg,1992-04-03,2020-11-19
903,Hannah,Schwarz,2000-01-09,2022-02-03
904,Lucas,David,2001-02-12,2023-05-05
905,Simon,Aberg,1993-11-08,2018-12-20
906,Emma,Thomas,1991-05-14,2022-01-04
907,Linnea,Karlsson,1999-05-31,2022-12-15
908,Linnea,Larsson,1991-08-16,2021-01-16
909,Alma,Larsen,1993-12-17,2020-06-07
910,Alva,Svensson,1979-11-23,2011-09-25
911,Joel,Johansson,1995-09-29,2023-05-01
912,Magnus,Hansen,1997-07-20,2020-03-29
913,Johan,Larsson,1995-03-09,2017-04-25
914,Daniel,Jimenez,1992-04-12,2019-04-16
915,Jonas,Schwarz,2000-12-29,2023-07-04
916,Sara,Larsen,1989-04-23,2018-01-23
917,Ebba,Eklund,1982-04-20,2013-01-29
918,Carmen,Garcia,1978-08-12,2014-12-14
919,Lea,Lefebvre,1973-08-10,2014-10-03
920,Agnes,Nystrom,1976-02-07,2014-08-03
921,Sofia,Romero,1992-08-26,2022-03-06
922,Mario,Sanchez,1996-11-09,2022-04-26
923,Jonas,Wagner,2000-07-17,2023-06-21
924,Magnus,Poulsen,1998-10-04,2022-01-18
925,Thea,Hansen,1988-06-16,2019-02-01
926,Joel,Persson,1997-01-15,2019-10-11
927,Adrien,David,1984-05-14,2020-08-09
928,Sienna,Allen,1976-01-03,2015-02-22
929,Hannah,Richter,1986-08-03,2022-10-18
930,Adrian,Ruiz,1986-10-02,2020-11-17
931,Alejandro,Fernandez,1983-03-09,2019-06-24
932,Emily,Thomas,1989-05-12,2018-12-22
933,Oscar,Johansson,1991-06-09,2022-03-29
934,Hugo,Bergstrom,1988-10-23,2022-08-01
935,Lena,Bauer,1980-01-28,2019-07-12
936,Matilda,Pettersson,1983-05-17,2015-06-29
937,Nicolas,Martin,1981-09-09,2011-11-06
938,Mia,Wolf,1996-09-05,2023-08-27
939,Oliver,Brown,1989-04-20,2019-06-25
940,Paul,Hartmann,1985-01-20,2009-04-26
941,Klara,Sandberg,1977-03-27,2010-04-29
942,Noah,Andersen,1968-07-01,2015-11-22
943,Ebba,Lundqvist,1978-05-25,2014-09-02
944,Sara,Petersen,1973-10-08,2014-08-25
945,Amelia,Walker,1989-09-11,2022-10-26
946,Anna,Eklund,1982-10-01,2017-01-10
947,Axel,Persson,1996-04-06,2022-04-01
948,Felix,Zimmermann,1998-03-22,2020-08-30
949,Sara,Martin,1989-08-03,2011-04-02
950,Leon,Fischer,1990-09-18,2017-08-08
951,Anna,Gustafsson,1992-04-10,2020-12-18
952,Simon,Eriksson,1983-11-30,2019-05-04
953,Pablo,Hernandez,1983-11-22,2021-01-07
954,Lukas,Svensson,1986-02-16,2019-05-31
955,Adrian,Diaz,1980-01-16,2015-01-22
956,Martin,Romero,1984-03-22,2018-10-05
957,Linnea,Karlsson,1984-03-31,2018-01-26
958,Anna,Jorgensen,1992-04-03,2019-04-06
959,Lucas,Olsen,1995-02-06,2020-10-03
960,Erik,Johansson,1998-11-04,2020-12-08
961,Alba,Jimenez,1984-11-21,2022-09-20
962,Jonas,Schneider,1990-07-26,2019-11-17
963,Liam,King,1998-10-21,2023-08-15
964,Charlotte,Hartmann,1992-08-11,2022-05-09
965,Nora,Nilsson,1997-06-05,2023-08-25
966,Linnea,Nilsson,1969-06-21,2014-05-01
967,Amelia,Wilson,1997-08-06,2023-04-17
968,Mia,Koch,1981-02-26,2022-03-22
969,Amelia,Brown,1991-04-11,2019-09-12
970,Thea,Larsen,1974-10-18,2006-11-29
971,Oliver,Taylor,1985-06-03,2022-05-25
972,Anna,Svensson,1999-08-13,2021-06-29
973,Alba,Gonzalez,1987-11-05,2021-09-17
974,Frida,Sandberg,1998-02-20,2023-06-30
975,Hugo,Sandberg,1999-08-03,2021-11-14
976,Ida,Sandberg,1985-04-07,2015-12-13
977,Noa,Martin,1968-09-02,2006-09-02
978,Amelia,King,1973-01-08,2007-06-04
979,Henry,Allen,1996-07-15,2023-07-13
980,Emily,Wilson,1990-07-01,2020-11-28
981,Oscar,Hansen,1976-09-03,2008-01-24
982,Jack,Wilson,1983-03-17,2018-05-17
983,William,Andersen,1985-01-05,2016-01-28
984,Oliver,Johnson,1983-12-20,2012-05-21
985,Thea,Nielsen,1989-03-15,2022-06-15
986,Elin,Lundqvist,1981-07-26,2018-12-15
987,Leon,Neumann,1989-11-10,2018-01-10
988,Carmen,Hernandez,1986-03-10,2019-10-29
989,Sienna,Johnson,1987-12-08,2019-08-24
990,Laura,Christensen,1990-08-18,2020-09-06
991,Sienna,King,1994-09-04,2018-10-01
992,Valeria,Gonzalez,1980-04-10,2019-11-24
993,Axel,Larsson,1998-08-15,2023-12-02
994,Emma,White,1990-04-27,2013-11-28
995,Hugo,Nilsson,1990-08-10,2020-11-30
996,Matilda,Johansson,1997-08-21,2021-11-25
997,Ebba,Olsson,2001-10-25,2023-05-15
998,Daniel,Martinez,1991-05-28,2019-10-13
999,Elias,Schwarz,1992-05-24,2021-02-06
1000,Sara,Nystrom,1982-04-19,2016-07-02
1001,Freja,Johansen,1990-08-06,2019-04-07
1002,Laura,Larsen,1988-02-06,2021-11-23
1003,Max,Zimmermann,1991-08-31,2021-10-23
1004,Sara,Andersson,1988-07-18,2011-04-20
1005,Sofia,Olsson,1993-02-28,2016-10-04
1006,Henry,Taylor,1984-08-02,2018-02-09
1007,Klara,Gustafsson,1994-09-14,2023-07-06
1008,Mathias,Andersen,1994-03-03,2018-10-17
1009,Mario,Diaz,1994-08-21,2018-10-06
1010,Manuel,Martin,1984-01-31,2018-06-30
1011,Laura,Sorensen,1991-08-13,2019-12-01
1012,Moritz,Fischer,1993-11-10,2022-08-01
1013,Frida,Nystrom,1974-09-05,2018-07-31
1014,Emil,Eklund,2001-11-11,2023-01-13
1015,Nora,Lundqvist,1990-06-27,2022-03-15
1016,Camille,Petit,2000-08-16,2023-04-17
1017,Noah,Hakansson,1997-09-09,2020-05-18
1018,Manon,Moreau,1974-07-21,2010-07-25
1019,Frida,Eriksson,2000-08-21,2023-03-25
1020,Hugo,Larsson,1988-07-04,2020-11-11
1021,Matilda,Hakansson,1993-05-17,2018-09-29
1022,Elin,Persson,2001-12-18,2023-09-11
1023,Lukas,Andersson,1987-01-12,2011-06-05
1024,Sara,Persson,1984-04-03,2022-05-03
1025,Joel,Andersson,1996-12-17,2023-01-31
1026,Oliver,White,1994-06-15,2021-01-09
1027,Mario,Lopez,1982-03-22,2010-04-14
1028,Oscar,Svensson,1989-02-11,2020-10-03
1029,Lucas,Fournier,2000-02-21,2022-07-20
1030,Erik,Eklund,1989-02-26,2019-11-12
1031,Oscar,Nilsson,1986-06-27,2018-09-19
1032,Margaux,Martin,1997-06-28,2019-07-15
1033,Grace,Johnson,1984-05-10,2018-07-11
1034,Mia,Wagner,1988-12-18,2022-04-17
1035,Viktor,Eriksson,1983-02-09,2011-01-04
1036,Lukas,Eklund,1991-08-06,2016-12-10
1037,Noah,Madsen,1980-11-02,2019-11-05
1038,Axel,Nystrom,1991-08-24,2020-06-20
1039,Emilia,Schwarz,1984-11-28,2006-12-05
1040,Simon,Svensson,1989-04-16,2019-01-25
1041,Viktor,Olsson,1975-04-11,2007-10-21
1042,Matilda,Eriksson,1998-09-17,2022-01-21
1043,Noah,Evans,1987-07-26,2022-03-18
1044,Carmen,Sanchez,1986-08-07,2020-04-19
1045,Simon,Persson,1982-02-26,2019-03-27
1046,Chloe,Thomas,1972-06-13,2009-04-17
1047,Emil,Nystrom,1984-09-17,2018-04-23
1048,Anna,Svensson,1998-11-21,2023-04-09
1049,Erik,Nystrom,1988-08-23,2019-06-01
1050,Clara,Richard,2001-07-09,2023-12-06
1051,Anna,Andersson,1989-12-31,2018-02-19
1052,Joel,Holm,1992-11-28,2022-01-13
1053,Klara,Gustafsson,1983-04-30,2021-03-10
1054,Clara,Olsen,1990-07-18,2018-08-03
1055,Elin,Gustafsson,1996-03-06,2023-01-20
1056,Laura,Schafer,1979-06-18,2006-12-04
1057,Pablo,Martinez,1987-11-17,2013-11-16
1058,Sofia,Johansson,1998-01-03,2023-08-27
1059,Ebba,Bjork,1995-02-06,2021-12-06
1060,Johan,Hakansson,1987-04-13,2022-01-31
1061,Viktor,Bergstrom,1993-01-29,2020-02-17
1062,Felix,Becker,1982-01-06,2022-03-18
1063,Viktor,Olsson,1986-08-19,2018-01-22
1064,Frida,Svensson,1980-01-13,2018-08-07
1065,Ebba,Lindberg,1977-07-09,2007-07-07
1066,Emil,Larsson,1997-03-07,2019-08-19
1067,Ebba,Persson,1998-10-02,2021-03-03
1068,Viktor,Eriksson,1983-07-17,2019-04-26
1069,Camille,Dubois,2000-05-09,2022-01-06
1070,Chloe,Evans,1985-04-12,2019-02-17
1071,Ava,Roberts,1996-12-03,2023-07-02
1072,Klara,Eklund,1989-11-22,2011-10-24
1073,Daniel,Rodriguez,1990-10-12,2021-06-25
1074,Sophie,Bauer,1982-04-29,2018-01-25
1075,Nathan,Wilson,1985-04-19,2018-10-28
1076,Paul,Hoffmann,1989-04-22,2018-03-24
1077,Noa,Romero,1993-08-21,2023-09-25
1078,Ida,Lindberg,1989-09-12,2018-06-25
1079,Camille,Thomas,1982-10-16,2022-12-24
1080,Hugo,Nilsson,1988-09-22,2021-09-26
1081,Valeria,Martin,1995-04-02,2019-10-06
1082,Emil,Persson,1999-11-20,2021-06-25
1083,Sienna,Young,1993-04-27,2020-11-30
1084,Nora,Hakansson,2001-09-17,2023-09-18
1085,Klara,Larsson,1982-12-24,2014-02-12
